,qw,qx,qy,qz
0,0.09786818349623339,0.062030748867074485,0.09668074534734943,0.9885478432191426
0,0.0782899208185124,0.06009929530510728,0.09948331576053804,0.9901322300013012
0,0.05863522440442301,0.05709888140968444,0.10184223601085031,0.9914281553219658
0,-0.009373027764171702,0.06057246906901757,0.10311044153554556,0.9927796125967534
0,-0.01873963774716298,0.06128777946436709,0.10491631738637906,0.9924138251815685
0,-0.02977704045609703,0.06237556256824102,0.10972518523636123,0.9915558485434988
0,-0.036060644020842636,0.06285700695611225,0.11427435141391903,0.9908027044968386
0,-0.045398266575601455,0.0652697496870249,0.11791505018206219,0.98983579350733
0,-0.05082224798530183,0.06761344353791604,0.11996358645897436,0.9891684686071254
0,-0.05922858822715051,0.06919493750961334,0.12479695868380963,0.9879927904913735
0,-0.06161915171924593,0.06851220122726798,0.1267448470796673,0.9876461421800556
0,-0.06246876483245447,0.06666799522666747,0.12632575717696354,0.987772663575193
0,-0.06392518342826138,0.06265838858416954,0.1212674587421989,0.9885755918056582
0,-0.06287878236306928,0.06005900192502818,0.11871284487482764,0.9891139648584649
0,-0.059105074525513314,0.05362829084625831,0.11438684648002204,0.990225351088629
0,-0.05425177601311446,0.047715557306066546,0.11417217527938645,0.9908303006985443
0,-0.04830733308059562,0.04209683282274436,0.11460627169087985,0.9913423529366889
0,-0.04634323496265357,0.042052690089976794,0.11496787529450771,0.991396118350107
0,-0.041711388554506824,0.04363222629620802,0.11491763857177487,0.9915393715018977
0,-0.03846723360473806,0.04378270436842856,0.11387794935158499,0.9917838269443918
0,-0.03410295944046775,0.04308176405675544,0.11412938748371929,0.9919452770570315
0,-0.02889941722658814,0.042367434408806706,0.11392029940206216,0.9921653035506349
0,-0.026108155399657225,0.042716635890506546,0.1132623763206717,0.992303021939377
0,-0.02095292769740682,0.04217444997721163,0.1107772565521672,0.9927289106401618
0,-0.02079760306136685,0.040228213144373574,0.10847125210966155,0.9930675395157548
0,-0.02640862638070685,0.03519523545133264,0.10424894487735506,0.9935773937374822
0,-0.03146955666865761,0.029608547397829216,0.09852784585699455,0.9941957878178972
0,-0.029359788970240695,0.025867108274100534,0.09693455377278015,0.9945212857380333
0,-0.021758194732759865,0.024067983976512018,0.09614717649055318,0.9948381946639222
0,-0.01892911707902741,0.02293782088004297,0.09561158201017886,0.9949743565968896
0,-0.017324844487229114,0.023554490777051785,0.09620256233295241,0.9949322101170016
0,-0.017484318312928397,0.023749993816891336,0.09615693588860076,0.9949291834534483
0,-0.01648071757335943,0.02332815329350636,0.09652983733122135,0.9949201845962268
0,-0.01599638879815631,0.022375673561461428,0.0965015397483935,0.9949527112402269
0,-0.014733083079457927,0.021637536580699446,0.09615559718714972,0.9950220371445425
0,-0.014219016759724845,0.02224434831327259,0.09818195850953743,0.99481823040882
0,-0.01200596134908198,0.02194635966879664,0.09986241376731161,0.9946867408917939
0,-0.0056897159547181185,0.01351920666523784,0.09697282742960855,0.9951789431674108
0,-0.0030873542919979424,-5.919966901693274e-05,0.09324312863055499,0.9956385808625842
0,0.0007911772772521931,-0.023805451941000737,0.09770647381954208,0.9949302083413448
0,0.014751317029341,-0.06261715738170959,0.10262102773510547,0.992638108735467
0,0.019197260815384396,-0.09787180551522522,0.10611607443827828,0.9893391499421146
0,0.03517419869407256,-0.1339083613781873,0.13535401306957556,0.9810762547555617
0,0.03819135480786259,-0.13043704455178468,0.18103561447737465,0.9740398883604999
0,0.037844904822004796,-0.18758675831595847,0.05588209283886092,0.979926611019148
0,0.025142319676953392,-0.2407728988642116,-0.0506025311395537,0.9689353222873324
0,0.10612566210189907,-0.2936955744582943,-0.08711879615491738,0.9459865584370447
0,0.15275017810799693,-0.6443872756023057,0.010678902350004932,0.7492118413202055
0,0.0058215701713532275,-0.7933488517760818,0.18409010311322146,0.5802366264224245
0,0.08993383266723744,-0.6054895325753513,0.2855889351714387,0.737382730873939
0,0.27060763302195284,-0.6152894237464811,0.13613940169235297,0.7277750320551178
0,0.25206892692266436,-0.7725673930550988,0.03930312462135071,0.5814259571631659
0,0.08904705009331862,-0.8669678417740034,0.030533065679645522,0.4893925991467455
0,0.061912694389493296,-0.8472220017925776,0.13180831484286923,0.5108896809393334
0,0.1909693716481495,-0.5789649878437321,0.23777325118005613,0.7561706969770016
0,0.24354670628814565,-0.5440889399001302,0.08825250450006447,0.7980374194134098
0,0.2579711496995921,-0.6756406634181671,-0.07565310394712525,0.6864671789107585
0,0.03519235896890464,-0.8522805884272469,-0.15817451213055142,0.49735311416796385
0,-0.1650905212238418,-0.8461935465945014,-0.08626431421453559,0.49925952128823303
0,-0.10895188705072788,-0.6666578630693099,0.11576863836408613,0.7282131571780837
0,0.08053925691979363,-0.5470309855335169,0.018189676419176504,0.8330304103889621
0,0.13639594517908638,-0.6322993521684372,-0.09697798352600728,0.7564317193886755
0,0.17243452085964633,-0.5921493781770336,-0.16263517709067263,0.7701787124513001
0,0.08981767639133816,-0.5929939777421568,-0.13003810063569243,0.7895448180770088
0,-0.03148884499015242,-0.8153102759106788,-0.1769318012607671,0.5504295998020632
0,-0.08751553783044468,-0.8476957995143719,-0.18879462862855878,0.48796459945875437
0,-0.007753495050070644,-0.5906173627219291,-0.04590761829483743,0.8056075376685582
