qw,qx,qy,qz
0.6853915004830862,0.2050609432172863,0.6608666146650333,-0.22681229740373268
0.712391957873703,0.14680966551666755,0.6631444264054563,-0.17659017581715775
0.7143439048988135,0.13799088127905024,0.6650176988508644,-0.16859051703119948
0.7183447504320792,0.12937497255527985,0.6637052131298925,-0.1635185801895265
0.721318928549071,0.1219949614149256,0.6629836788125665,-0.15896186440258867
0.7253803561550606,0.11725611964999542,0.6602419683820621,-0.1554184174927924
0.7320355260653184,0.11161727294299513,0.6553330128245805,-0.1490107890768305
0.740689755969301,0.10582251835591297,0.647834096305884,-0.14314769880961592
0.7497905886285379,0.10161888839293642,0.6386885403309714,-0.13987359713594186
0.7556268769980219,0.09603062274029171,0.6338078422184523,-0.13451305288602192
0.7559710983721653,0.08975760380004462,0.6358026583917065,-0.12730377279599878
0.7558033397297823,0.08776990587000476,0.6369041065854619,-0.12414070360462937
0.7678823709776291,0.08356538352858568,0.6235625870206436,-0.12059515365725808
0.7822011263418351,0.07935139576012869,0.6067475070513708,-0.11714186539162909
0.7904631892697982,0.07722027932269165,0.5968721547347509,-0.1137919407209515
0.7963724697245566,0.07474294176740855,0.5902279557601515,-0.10879035968300171
0.8029822756793805,0.07338710049471796,0.58218054390647,-0.1044012103498236
0.8103938144272842,0.0718110956982784,0.5727327564089232,-0.10041026744733834
0.8155475421890147,0.06744336842153778,0.566860099408508,-0.0948853317641384
0.8167036104388842,0.06102329471799354,0.5667993061715859,-0.08949813808823592
0.8133148456992793,0.05760352062298409,0.5722681050483782,-0.08780667469693554
0.8113188442088235,0.053427896468970185,0.5760300988373074,-0.08424083418415325
0.8117373004985999,0.050151220233191865,0.5763091189282626,-0.0802197577190153
0.812536387747998,0.047237673827457714,0.5761409335065667,-0.07493227272002319
0.8083783036590978,0.04472750368153425,0.5827711485683329,-0.0700125487609477
0.8002416610034219,0.041946331428847135,0.5947101417364319,-0.06460368867161463
0.7776027955238172,0.03604156127419955,0.6251739024271205,-0.056502123663700596
0.7580180690037087,0.030363073442225563,0.6494920462873551,-0.05144679430727176
0.7417059397446626,0.024895898074860145,0.6685871671321754,-0.04736763824285442
0.7223361275120926,0.018742265083578093,0.6899819422883972,-0.042475471819647705
0.6712004431422597,0.012300073063021902,0.7404286533988195,-0.03322773772452308
0.6832064669593737,0.013274124693537285,0.7292541798404082,-0.03522871419459063
0.6660871216682934,0.011970700416546408,0.7450665022755987,-0.03256617671743012
0.6409195814375,0.01012808000844257,0.7669674425007179,-0.029672449666826115
0.6237915713859185,0.008290586923689294,0.7810274401129909,-0.028486477965798028
0.6079841282547102,0.005838605667474398,0.7934567687521427,-0.027341664097654324
0.5881262020581086,0.003498552653217321,0.8083385711064811,-0.02615501947179624
0.5696368369936752,0.0002180777996552114,0.821530272296604,-0.02453238843207473
0.5583060643692519,-0.0002935048688701727,0.8293081851894992,-0.02328489469823671
0.5550395870156757,-0.0006391058690774635,0.8314983329815251,-0.023263074562516445
0.5530522051409599,-1.0442767545753266e-05,0.8328397763246063,-0.022608963957914327
0.5493538931222032,-0.0002560068841458509,0.8353303007437303,-0.020821220697734243
0.5451421784748054,-0.0005875532965544449,0.8381316263588915,-0.01884242356669271
0.5420867530414882,-0.0009878040266285129,0.8401274215575452,-0.01808015395986244
0.5416555163173636,-0.0019369710429817887,0.8404154882974713,-0.017531594789745374
0.5419456811943265,-0.0026823646893899536,0.8402303788311868,-0.017337648159160297
0.5407038048095858,-0.003059764276262107,0.8410384322015183,-0.016863833105891856
0.5382999124715215,-0.00329358819680823,0.8425999048884157,-0.015740291991415013
0.5380386416189997,-0.0034843320257382042,0.8427749885268603,-0.015251172698068046
0.5386779186988991,-0.003627831821470794,0.8423636690923059,-0.015374906043477979
0.540173095598958,-0.003999103673820956,0.8414116468393059,-0.014949064318960389
0.54053065478147,-0.0041278520304472415,0.8411866243689808,-0.014650428725787874
0.5396467221128415,-0.004101182703685043,0.8417647261541373,-0.014026454147312671
0.5382978299258445,-0.00499653545843246,0.8426323190578657,-0.013463127783037926
0.5350882052173439,-0.00704407703192514,0.8446644995133364,-0.013148265206290371
0.5328426338585591,-0.008118671477196809,0.8460827707390906,-0.012520374378689468
0.5314717666429953,-0.00870965162027813,0.8469496296943396,-0.01175704004619659
0.5305397095887321,-0.008639637324765212,0.8475405756473439,-0.011311315032714006
0.5298446009607988,-0.007871089034783556,0.847982819257711,-0.011308538094851335
0.5289189226387478,-0.007873823969117635,0.8485634261260869,-0.011085486544428797
0.5279973626259092,-0.00835762134544853,0.8491376048075915,-0.010689402563135298
0.5270153132502601,-0.008973712645015985,0.8497455326892627,-0.010337395984302482
0.5263889997704273,-0.008785514916927986,0.8501365474001492,-0.010260917253709425
